Keyword,Score
tanjung,1.9739545590168293
pergi,1.97322150701275
rubah,1.964271922152061
banten,1.9602695721034373
petinggi,1.9592788390550224
timur,1.9588445997433221
kece,1.9584902941411324
pribadi,1.9552771686179615
aman,1.9514357576713093
kakek,1.950659397118108
stok,1.9483951499453083
kaidah,1.9407266831879153
mitra,1.9406388137545068
amanat,1.9301173085932732
upah,1.9239204095899929
pimpin,1.923367861943799
sungguh,1.9229479859988046
pura,1.9181097805681406
jir,1.9124605835692718
jadi,1.9115937589842353
ledak,1.9062754862288003
ulas,1.9048493236678758
laun,1.903067647544462
gojek,1.9003250286158881
puas,1.8996453269523703
longgar,1.8964754316236228
nikah,1.892807335123401
tetap,1.8872940472761304
sibuk,1.8863704976478644
idap,1.8855055982530242
hipertensi,1.8855055982530242
intoleran,1.8846889355786516
perban,1.882044340766479
sarang,1.8810718904577843
bentur,1.8795884060483856
jagung,1.876826138466319
total,1.8767917878817806
padat,1.8756951915683278
pulsa,1.874112568809029
andai,1.8733376232838856
sesar,1.8719346767128866
licin,1.8714821210919261
palsu,1.8705935846419433
mumpung,1.8645699945632195
dada,1.8629141379169227
cetus,1.862728840108479
ketemu,1.8621829876945022
rilis,1.862102919887339
putus,1.8619034619788848
genjot,1.8593613629174983
ginjal,1.8518578438376216
ruwet,1.8516274201655434
koki,1.8515156695465964
olah,1.8513841952428831
nomenklatur,1.84973547895763
staf,1.8481338292287073
kelenjar,1.8458374228276098
dagu,1.8458374228276098
seta,1.8447652105765373
bawat,1.844037407555899
tukar,1.8424736339518772
berisik,1.8409549306105104
